任务Id,是否手工完成,任务名称,任务内容,级别限制,年龄限制,阵营限制,性别限制,职业限制,婚姻限制,发放任务的NPC,任务类型,任务性质,发放任务对话,杀戮要求,搜寻要求,传送要求,完成时间限制,验收任务的NPC,任务完成之前对话内容,任务完成之后NPC答复,任务奖励经验值,任务奖励金钱,任务奖励物品id,是否可重复完成,任务前续,力量限制,智力限制,敏捷限制,绝对限制,任务入口,任务出口
220,n,凝炼术,杀死黑幕蝙蝠、黑幕巨蝠得到蝙蝠的眼睛20颗,48,,,,,,langhaodongxue/heimulingnv400,find,,炼毒炼毒，我要眼睛做材料！,,蝙蝠的眼睛:20,,,langhaodongxue/heimulingnv400,不要说我残忍哦！~快去吧~~,真是太谢谢你了！继续努力！,34000,15000,,,218,0,0,0,0,null,null
221,n,炼丹术,杀死狰狞洞穴兽、粗毛狼人得到长毛尾巴20条,48,,,,,,langhaodongxue/heimulingnv400,find,,炼丹炼丹，我要尾巴做最后的辅料！,,长毛尾巴:20,,,langhaodongxue/heimulingnv400,不要说我残忍哦！~快去吧~~,真是太谢谢你了！继续努力！,34000,15000,,,219,0,0,0,0,null,null
222,n,凝炼术,杀死黑幕狂鱼、黑幕鳄鱼得到黑幕鱼鳞20片,48,,,,,,langhaodongxue/heimulingnv400,find,,炼毒炼毒，我要鱼鳞做最后的材料！,,黑幕鱼鳞:20,,,langhaodongxue/heimulingnv400,不要说我残忍哦！~快去吧~~,真是太谢谢你了！继续努力！,34000,15000,,,220,0,0,0,0,null,null
223,n,新的开始,杀死蓬莱水妖30个，来开始新的征程。,50,,人类,,,,plxianjing/yuyixian400,kill,,杀死蓬莱水妖这些孽畜，证明你的实力吧！,蓬莱水妖:30,,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,35000,15000,,1,,0,0,0,0,null,null
224,n,混乱时空,杀死卷云幽魂30个，恢复正常的时空。,50,,人类,,,,plxianjing/yuyixian400,kill,,那些卷云幽魂混乱了时空，去杀了他们，以恢复扭曲的时空！,卷云幽魂:30,,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,35000,15000,,1,223,0,0,0,0,null,null
225,n,罕见龙珠,杀死游云飞龙，得到莹亮宝珠30颗,50,,人类,,,,plxianjing/yuyixian400,find,,游云飞龙身上有一种罕见的宝珠，你给我找来！,,莹亮宝珠:30,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,35000,17000,,,224,0,0,0,0,null,null
226,n,五彩羽翼,杀死赤鳞蛟龙、澄翼蛟龙、青翼蛟龙，得到三种颜色的羽翼各20枚,51,,人类,,,,plxianjing/yuyixian400,find,,杀死那些五颜六色的东西，给我羽翼，鲜艳让我觉得快乐！,,红色羽翼:20|黄色羽翼:20|青色羽翼:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,36000,16000,,1,225,0,0,0,0,null,null
227,n,五色鳞片,杀死赤鳞飞鱼、澄鳞飞鱼、青鳞飞鱼，得到三种颜色的鳞片各20片,51,,人类,,,,plxianjing/yuyixian400,find,,杀死那些五颜六色的东西，给我鳞片，鲜艳让我觉得快乐！,,红色鳞片:20|黄色鳞片:20|青色鳞片:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,36000,16000,,1,226,0,0,0,0,null,null
228,n,闪亮灵魂,杀死游移赤灵、游移澄灵、游移青灵，得到三种颜色的孤魂各20颗,51,,人类,,,,plxianjing/yuyixian400,find,,杀死那些五颜六色的东西，带来他们的孤魂，一劳永逸！,,红色孤魂:20|黄色孤魂:20|青色孤魂:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,36000,16000,,1,227,0,0,0,0,null,null
229,n,五彩羽翼,杀死蓝翼蛟龙、紫翼蛟龙，得到两种颜色的羽翼各20枚,52,,人类,,,,plxianjing/yuyixian400,find,,哦，还有这些颜色呀！给我找来蓝色和紫色！,,蓝色羽翼:20|紫色羽翼:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,37000,17000,,1,228,0,0,0,0,null,null
230,n,五色鳞片,杀死蓝鳞飞鱼，紫鳞飞鱼，得到两种颜色的鳞片各20片,52,,人类,,,,plxianjing/yuyixian400,find,,哦，还有这些颜色呀！给我找来蓝色和紫色！,,蓝色鳞片:20|紫色鳞片:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,37000,17000,,1,229,0,0,0,0,null,null
231,n,闪亮灵魂,杀死游移蓝灵、游移紫灵，得到两种颜色的孤魂各20颗,52,,人类,,,,plxianjing/yuyixian400,find,,哦，还有这些颜色呀！给我找来蓝色和紫色！,,蓝色孤魂:20|紫色孤魂:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,37000,17000,,1,230,0,0,0,0,null,null
232,n,杀戮的乐趣,杀死金毛狮鹫、混沌苍鹰、虚空妖婆各30个,53,,人类,,,,plxianjing/yuyixian400,kill,,狮鹫？苍鹰？虚空妖婆？这些家伙让我倒胃口！杀了他们！,金毛狮鹫:30|混沌苍鹰:30|虚空妖婆:30,,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,38000,18000,,1,231,0,0,0,0,null,null
233,n,白色毛皮,杀死藏云兔精，得到白色兔毛20撮,53,,人类,,,,plxianjing/yuyixian400,find,,藏云兔精的毛皮让我着迷，杀了他们，给我找来！,,白色兔毛:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,38000,19000,,,232,0,0,0,0,null,null
234,n,细碎鳞片,杀死妖媚蛇精，收集细碎鳞片100片,53,,人类,,,,plxianjing/yuyixian400,find,,那些妖媚的蛇精鳞片可以做驱毒药剂，杀了他们，给我收集一些,,细碎鳞片:100,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,38000,19000,,,233,0,0,0,0,null,null
235,n,白鹤的尾翎,杀死振翅白鹤，得到白鹤的尾翎20枚,54,,人类,,,,plxianjing/yuyixian400,find,,杀死振翅白鹤，得到他们的尾翎，我喜欢收集美丽的羽毛！,,白鹤尾翎:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,39000,21000,,,234,0,0,0,0,null,null
236,n,花鹿银铃,杀死银铃花鹿，得到项上银铃20个,54,,人类,,,,plxianjing/yuyixian400,find,,杀死银铃花鹿，得到他们项上的银铃，装点我的家！,,银铃:20,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,39000,21000,,,235,0,0,0,0,null,null
237,n,杀戮之乐,杀死凝泪水妖、飘渺仙灵各30个,54,,人类,,,,plxianjing/yuyixian400,kill,,凝泪水妖？飘渺仙灵？杀了他们！享受这种乐趣！,凝泪水妖:30|飘渺仙灵:30,,,,plxianjing/yuyixian400,快去快回!,不错，这是给你的!,39000,20000,,1,236,0,0,0,0,null,null
238,n,新的开始,杀死蓬莱水妖30个，来开始新的征程。,50,,妖魔,,,,plxianjin/yuyuan400,kill,,杀死蓬莱水妖这些孽畜，证明你的实力吧！,蓬莱水妖:30,,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,35000,15000,,1,,0,0,0,0,null,null
239,n,混乱时空,杀死卷云幽魂30个，恢复正常的时空。,50,,妖魔,,,,plxianjin/yuyuan400,kill,,那些卷云幽魂混乱了时空，去杀了他们，以恢复扭曲的时空！,卷云幽魂:30,,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,35000,15000,,1,238,0,0,0,0,null,null
240,n,罕见龙珠,杀死游云飞龙，得到莹亮宝珠30颗,50,,妖魔,,,,plxianjin/yuyuan400,find,,游云飞龙身上有一种罕见的宝珠，你给我找来！,,莹亮宝珠:30,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,35000,17000,,,239,0,0,0,0,null,null
241,n,五彩羽翼,杀死赤鳞蛟龙、澄翼蛟龙、青翼蛟龙，得到三种颜色的羽翼各20枚,51,,妖魔,,,,plxianjin/yuyuan400,find,,杀死那些五颜六色的东西，给我羽翼，鲜艳让我觉得快乐！,,红色羽翼:20|黄色羽翼:20|青色羽翼:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,36000,16000,,1,240,0,0,0,0,null,null
242,n,五色鳞片,杀死赤鳞飞鱼、澄鳞飞鱼、青鳞飞鱼，得到三种颜色的鳞片各20片,51,,妖魔,,,,plxianjin/yuyuan400,find,,杀死那些五颜六色的东西，给我鳞片，鲜艳让我觉得快乐！,,红色鳞片:20|黄色鳞片:20|青色鳞片:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,36000,16000,,1,241,0,0,0,0,null,null
243,n,闪亮灵魂,杀死游移赤灵、游移澄灵、游移青灵，得到三种颜色的孤魂各20颗,51,,妖魔,,,,plxianjin/yuyuan400,find,,杀死那些五颜六色的东西，带来他们的孤魂，一劳永逸！,,红色孤魂:20|黄色孤魂:20|青色孤魂:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,36000,16000,,1,242,0,0,0,0,null,null
244,n,五彩羽翼,杀死蓝翼蛟龙、紫翼蛟龙，得到两种颜色的羽翼各20枚,52,,妖魔,,,,plxianjin/yuyuan400,find,,哦，还有这些颜色呀！给我找来蓝色和紫色！,,蓝色羽翼:20|紫色羽翼:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,37000,17000,,1,243,0,0,0,0,null,null
245,n,五色鳞片,杀死蓝鳞飞鱼，紫鳞飞鱼，得到两种颜色的鳞片各20片,52,,妖魔,,,,plxianjin/yuyuan400,find,,哦，还有这些颜色呀！给我找来蓝色和紫色！,,蓝色鳞片:20|紫色鳞片:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,37000,17000,,1,244,0,0,0,0,null,null
246,n,闪亮灵魂,杀死游移蓝灵、游移紫灵，得到两种颜色的孤魂各20颗,52,,妖魔,,,,plxianjin/yuyuan400,find,,哦，还有这些颜色呀！给我找来蓝色和紫色！,,蓝色孤魂:20|紫色孤魂:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,37000,17000,,1,245,0,0,0,0,null,null
247,n,杀戮的乐趣,杀死金毛狮鹫、混沌苍鹰、虚空妖婆各30个,53,,妖魔,,,,plxianjin/yuyuan400,kill,,狮鹫？苍鹰？虚空妖婆？这些家伙让我倒胃口！杀了他们！,金毛狮鹫:30|混沌苍鹰:30|虚空妖婆:30,,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,38000,18000,,1,246,0,0,0,0,null,null
248,n,白色毛皮,杀死藏云兔精，得到白色兔毛20撮,53,,妖魔,,,,plxianjin/yuyuan400,find,,藏云兔精的毛皮让我着迷，杀了他们，给我找来！,,白色兔毛:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,38000,19000,,,247,0,0,0,0,null,null
249,n,细碎鳞片,杀死妖媚蛇精，收集细碎鳞片100片,53,,妖魔,,,,plxianjin/yuyuan400,find,,那些妖媚的蛇精鳞片可以做驱毒药剂，杀了他们，给我收集一些,,细碎鳞片:100,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,38000,19000,,,248,0,0,0,0,null,null
250,n,白鹤的尾翎,杀死振翅白鹤，得到白鹤的尾翎20枚,54,,妖魔,,,,plxianjin/yuyuan400,find,,杀死振翅白鹤，得到他们的尾翎，我喜欢收集美丽的羽毛！,,白鹤尾翎:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,39000,21000,,,249,0,0,0,0,null,null
251,n,花鹿银铃,杀死银铃花鹿，得到项上银铃20个,54,,妖魔,,,,plxianjin/yuyuan400,find,,杀死银铃花鹿，得到他们项上的银铃，装点我的家！,,银铃:20,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,39000,21000,,,250,0,0,0,0,null,null
252,n,杀戮之乐,杀死凝泪水妖、飘渺仙灵各30个,54,,妖魔,,,,plxianjin/yuyuan400,kill,,凝泪水妖？飘渺仙灵？杀了他们！享受这种乐趣！,凝泪水妖:30|飘渺仙灵:30,,,,plxianjin/yuyuan400,快去快回!,不错，这是给你的!,39000,20000,,1,251,0,0,0,0,null,null
253,n,【剑】金毛狮鹫,杀死金毛狮鹫得到狮鹫之尾十条,53,,人类,,剑仙,,plxianjing/yuyixian400,find,,剑仙，开始技能磨练的第一步吧！杀死金毛狮鹫，得到狮鹫之尾十条,,狮鹫之尾:10,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,第一课你完成的不错，接下来会更难!,37000,17000,,,,300,0,0,0,null,null
254,n,【剑】冥府之行,杀死秦广王，五道转轮王，阎罗王,53,,人类,,剑仙,,plxianjing/yuyixian400,kill,,有些败类藏在冥府之中，除掉他们！,阎罗王:1|秦广王:1|五道转轮王:1,,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,很好！继续努力！,37000,17000,,,253,0,0,0,0,null,null
255,n,【剑】蛟龙巢穴,杀死金蛟龙，木蛟龙，水蛟龙，火蛟龙，土蛟龙，七彩龙，金翅蛟龙王,53,,人类,,剑仙,,plxianjing/yuyixian400,kill,,还有些败类存在于蛟龙巢穴中，麻烦你去跑一趟吧！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,努力吧!你不会失望的!,37000,17000,,,254,0,0,0,0,null,null
256,n,【剑】鹰羽,杀死混沌苍鹰，得到苍鹰尾羽五根,53,,人类,,剑仙,,plxianjing/yuyixian400,find,,找到这羽毛可不是件容易的事情，但是剑仙，你必须找到它跟我换你要的东西！,,苍鹰尾羽:5,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,真的找来了?那我也不会食言，这书就给你吧!,37000,17000,book/xinhunzhuanhua:1,,255,0,0,0,0,null,null
257,n,【羽】虚空妖婆,杀死虚空妖婆，得到妖法水球十颗,53,,人类,,羽士,,plxianjing/yuyixian400,find,,羽士，开始你技能磨练的第一步吧！杀死虚空妖婆，得到他们手中的妖法水球十颗！,,妖法水球:10,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,第一课你完成的不错，接下来会更难!,37000,17000,,,,0,300,0,0,null,null
258,n,【羽】冥府之行,杀死秦广王，五道转轮王，阎罗王,53,,人类,,羽士,,plxianjing/yuyixian400,kill,,有些败类藏在冥府之中，除掉他们！,阎罗王:1|秦广王:1|五道转轮王:1,,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,很好！继续努力！,37000,17000,,,257,0,0,0,0,null,null
259,n,【羽】蛟龙巢穴,杀死金蛟龙，木蛟龙，水蛟龙，火蛟龙，土蛟龙，七彩龙，金翅蛟龙王,53,,人类,,羽士,,plxianjing/yuyixian400,kill,,还有些败类存在于蛟龙巢穴中，麻烦你去跑一趟吧！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,努力吧!你不会失望的!,37000,17000,,,258,0,0,0,0,null,null
260,n,【羽】仙灵之魂,杀死飘渺仙灵，得到仙灵之魂五颗,53,,人类,,羽士,,plxianjing/yuyixian400,find,,仙灵之魂，仙灵之魂，拿这个跟我换你想要的东西！,,仙灵之魂:5,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,真的找来了?那我也不会食言，这书就给你吧!,37000,17000,book/fashukuangchao:1,,259,0,0,0,0,null,null
261,n,【诛】凝泪水妖,杀死凝泪水妖，得到凝泪之眼十颗,53,,人类,,诛仙,,plxianjing/yuyixian400,find,,诛仙，技能学习第一步：杀死凝泪水妖得到凝泪之眼十颗！,,凝泪之眼:10,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,第一课你完成的不错，接下来会更难!,37000,17000,,,,0,0,300,0,null,null
262,n,【诛】冥府之行,杀死秦广王，五道转轮王，阎罗王,53,,人类,,诛仙,,plxianjing/yuyixian400,kill,,有些败类藏在冥府之中，除掉他们！,阎罗王:1|秦广王:1|五道转轮王:1,,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,很好！继续努力！,37000,17000,,,261,0,0,0,0,null,null
263,n,【诛】蛟龙巢穴,杀死金蛟龙，木蛟龙，水蛟龙，火蛟龙，土蛟龙，七彩龙，金翅蛟龙王,53,,人类,,诛仙,,plxianjing/yuyixian400,kill,,还有些败类存在于蛟龙巢穴中，麻烦你去跑一趟吧！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,努力吧!你不会失望的!,37000,17000,,,262,0,0,0,0,null,null
264,n,【诛】蛇精,杀死妖媚蛇精，得到蛇之精粹五瓶,53,,人类,,诛仙,,plxianjing/yuyixian400,find,,去找到蛇之精粹，来和我交换！,,蛇之精粹:5,,,plxianjing/yuyixian400,想要技能书，就速去速回吧!,真的找来了?那我也不会食言，这书就给你吧!,37000,17000,book/shishabenneng:1,,263,0,0,0,0,null,null
265,n,【狂】混沌苍鹰,杀死混沌苍鹰，得到苍鹰之眼十颗,53,,妖魔,,狂妖,,plxianjin/yuyuan400,find,,狂妖，技能学习可不是那么简单的事情，先去杀了混沌苍鹰，得到十颗苍鹰之眼吧！,,苍鹰之眼:10,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,第一课你完成的不错，接下来会更难!,37000,17000,,,,300,0,0,0,null,null
266,n,【狂】毒物鬼域,杀死虚幻鬼帅，妖鸟鬼车，伯夫鬼王,53,,妖魔,,狂妖,,plxianjin/yuyuan400,kill,,一些败类藏在毒物鬼域中，你，狂妖，杀了他们！,虚幻鬼帅:1|妖鸟鬼车:1|伯夫鬼王:1,,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,很好！继续努力！,37000,17000,,,265,0,0,0,0,null,null
267,n,【狂】蛟龙巢穴,杀死金蛟龙，木蛟龙，水蛟龙，火蛟龙，土蛟龙，七彩龙，金翅蛟龙王,53,,妖魔,,狂妖,,plxianjin/yuyuan400,kill,,还有一些败类存在于蛟龙巢穴中，你跑一趟吧！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,努力吧!你不会失望的!,37000,17000,,,266,0,0,0,0,null,null
268,n,【狂】狮鹫之眼,杀死金毛狮鹫，得到狮鹫之眼五颗,53,,妖魔,,狂妖,,plxianjin/yuyuan400,find,,杀了金毛狮鹫得到狮鹫之眼，你就可以和我换到你想要的东西！,,狮鹫之眼:5,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,真的找来了?那我也不会食言，这书就给你吧!,37000,17000,book/xueranjiangshan:1,,267,0,0,0,0,null,null
269,n,【巫】飘渺仙灵,杀死飘渺仙灵，得到仙灵之眼十颗,53,,妖魔,,巫妖,,plxianjin/yuyuan400,find,,巫妖，技能学习第一课：杀死飘渺仙灵，得到仙灵之眼！,,仙灵之眼:10,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,第一课你完成的不错，接下来会更难!,37000,17000,,,,0,300,0,0,null,null
270,n,【巫】毒物鬼域,杀死虚幻鬼帅，妖鸟鬼车，伯夫鬼王,53,,妖魔,,巫妖,,plxianjin/yuyuan400,kill,,一些败类藏在毒物鬼域中，你，狂妖，杀了他们！,虚幻鬼帅:1|妖鸟鬼车:1|伯夫鬼王:1,,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,很好！继续努力！,37000,17000,,,269,0,0,0,0,null,null
271,n,【巫】蛟龙巢穴,杀死金蛟龙，木蛟龙，水蛟龙，火蛟龙，土蛟龙，七彩龙，金翅蛟龙王,53,,妖魔,,巫妖,,plxianjin/yuyuan400,kill,,还有一些败类存在于蛟龙巢穴中，你跑一趟吧！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,努力吧!你不会失望的!,37000,17000,,,270,0,0,0,0,null,null
272,n,【巫】虚空精华,杀死虚空妖婆，得到虚空精华五瓶,53,,妖魔,,巫妖,,plxianjin/yuyuan400,find,,杀死虚空妖婆，得到虚空精华五瓶，来和我换你想要的东西！,,虚空精华:5,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,真的找来了?那我也不会食言，这书就给你吧!,37000,17000,book/shenzhishufu:1,,271,0,0,0,0,null,null
273,n,【影】妖媚蛇精,杀死妖媚蛇精，得到毒蛇之眼十颗,53,,妖魔,,影鬼,,plxianjin/yuyuan400,find,,影鬼技能学习第一课：杀死妖媚蛇精，得到毒蛇之眼十颗！,,毒蛇之眼:10,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,第一课你完成的不错，接下来会更难!,37000,17000,,,,0,0,300,0,null,null
274,n,【影】毒物鬼域,杀死虚幻鬼帅，妖鸟鬼车，伯夫鬼王,53,,妖魔,,影鬼,,plxianjin/yuyuan400,kill,,一些败类藏在毒物鬼域中，你，狂妖，杀了他们！,虚幻鬼帅:1|妖鸟鬼车:1|伯夫鬼王:1,,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,很好！继续努力！,37000,17000,,,273,0,0,0,0,null,null
275,n,【影】蛟龙巢穴,杀死金蛟龙，木蛟龙，水蛟龙，火蛟龙，土蛟龙，七彩龙，金翅蛟龙王,53,,妖魔,,影鬼,,plxianjin/yuyuan400,kill,,还有一些败类存在于蛟龙巢穴中，你跑一趟吧！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,努力吧!你不会失望的!,37000,17000,,,274,0,0,0,0,null,null
276,n,【影】水妖之泪,杀死凝泪水妖，得到水妖之泪五滴,53,,妖魔,,影鬼,,plxianjin/yuyuan400,find,,技能书？拿水妖之泪来和我交换！,,水妖之泪:5,,,plxianjin/yuyuan400,想要技能书，就速去速回吧!,真的找来了?那我也不会食言，这书就给你吧!,37000,17000,book/jinchanmeiying:1,,275,0,0,0,0,null,null
277,n,【日常】羽化村,杀死沙虫、游魂、毒雾火蛇、黄沙蜥蜴,15,,妖魔,,,,jinaodao/qiuyin400,kill,,到羽化村附近去，消灭这些敌人！,沙虫:30|游魂:30|毒雾火蛇:30|黄沙蜥蜴:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
278,n,【日常】金鳌岛,杀死天仙教刺客、道士、力士、夜莺,15,,妖魔,,,,jinaodao/qiuyin400,kill,,到金鳌岛附近去，消灭这些敌人！,天仙教刺客:30|道士:30|力士:30|夜莺:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
279,n,【日常】碧游宫,杀死濒死诛仙、散仙、修真士、落魄剑仙,15,,妖魔,,,,jinaodao/qiuyin400,kill,,到碧游宫附近去，消灭这些敌人！,濒死诛仙:30|散仙:30|修真士:30|落魄剑仙:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
280,n,【日常】福寿山,杀死农夫、樵夫、福寿守卫、小贩,15,,妖魔,,,,jinaodao/qiuyin400,kill,,到福寿山去消灭这些敌人！,农夫:30|樵夫:30|福寿守卫:30|小贩:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
281,n,【日常】绿血深渊,杀死变异毒瘤、万乘金甲王、毒龙王,15,,妖魔,,,,jinaodao/qiuyin400,kill,,到绿血深渊消灭这些敌人！,变异毒瘤:1|万乘金甲王:1|毒龙王:1,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
282,n,【日常】蜈蚣洞穴,杀死黑翅毒蜂、象鼻毒虫、赤血蜈蚣、百足蜈蚣、青色毒蝎,35,,妖魔,,,,jinaodao/qiuyin400,kill,,到蜈蚣洞消灭这些敌人！,黑翅毒蜂:30|象鼻毒虫:30|赤血蜈蚣:30|百足蜈蚣:30|青色毒蝎:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
283,n,【日常】两镜湖,杀死玫瑰藤、毒花婆婆、铁甲乌龟、小荷妖、荷花女,35,,妖魔,,,,jinaodao/qiuyin400,kill,,到两镜湖去消灭他们！,玫瑰藤:30|毒花婆婆:30|铁甲乌龟:30|小荷妖:30|荷花女:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
284,n,【日常】蓬莱水阁,杀死小云妖、水雾魔怪、素蛟龙、逐浪火鹤、云海蟹怪,35,,妖魔,,,,jinaodao/qiuyin400,kill,,这次蓬莱水阁是你的战场,小云妖:30|水雾魔怪:30|素蛟龙:30|逐浪火鹤:30|云海蟹怪:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
285,n,【日常】牧野,杀死周军兵卒、周军刀斧手、周军骑兵、周军枪兵,35,,妖魔,,,,jinaodao/qiuyin400,kill,,这次牧野是你的战场！快去吧！,周军兵卒:30|周军刀斧手:30|周军骑兵:30|周军枪兵:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
286,n,【日常】毒物鬼域,杀死虚幻鬼帅，妖鸟鬼车，伯夫鬼王,35,,妖魔,,,,jinaodao/qiuyin400,kill,,到毒物鬼域消灭他们！,虚幻鬼帅:1|妖鸟鬼车:1|伯夫鬼王:1,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
287,n,【日常】外海,杀死白羽毛藻、影蝴蝶鱼、魔天影鲨、银顶巨鲸、晶刺水母、持戟人鱼,50,,妖魔,,,,jinaodao/qiuyin400,kill,,到外海消灭这些败类！,白羽毛藻:30|影蝴蝶鱼:30|魔天影鲨:30|银顶巨鲸:30|晶刺水母:30|持戟人鱼:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
288,n,【日常】伏羲山,杀死伏羲朝拜者、深山求仙者、深山苦修者、伏羲护卫、伏羲变异哨兵,50,,妖魔,,,,jinaodao/qiuyin400,kill,,到伏羲山去消灭这些败类！,伏羲朝拜者:30|深山求仙者:30|深山苦修者:30|伏羲护卫:30|伏羲变异哨兵:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
289,n,【日常】流光平原,杀死金色甲虫、流光狼蛛、平原青鸟、平原巡逻兵、平原雪狼,50,,妖魔,,,,jinaodao/qiuyin400,kill,,流光平原，快去杀了他们！,金色甲虫:30|流光狼蛛:30|平原青鸟:30|平原巡逻兵:30|平原雪狼:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
